STT,Mã kiểm tra,Trạng thái,Số lượng HS tìm thấy,Đánh giá trùng lặp,Tóm tắt đối chiếu,Ký hiệu hồ sơ (HS 1),Mã hệ thống (HS 1),Tiêu đề hồ sơ (HS 1),Năm (HS 1),Thời hạn bảo quản (HS 1),Link chi tiết (HS 1),Nội dung chi tiết tất cả hồ sơ quét được,Ghi chú / Lỗi
14,"H31.05.02.H31.09.2006.294",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2006.294","H31.09.2006.002149","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104)",2006,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2149/index.aspx?am=0,1,2&rf=639253254567555879","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.294 | Mã HT: H31.09.2006.002149 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.294 | Mã HT: H31.09.2006.002250 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.294 | Mã HT: H31.09.2006.002427 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.294 | Mã HT: H31.09.2006.002604 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.294 | Mã HT: H31.09.2006.005583 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.294 | Mã HT: H31.09.2006.008562 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 104)",""
15,"H31.05.02.H31.09.2006.295",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2006.295","H31.09.2006.002150","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166)",2006,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2150/index.aspx?am=0,1,2&rf=639253254574899351","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.295 | Mã HT: H31.09.2006.002150 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.295 | Mã HT: H31.09.2006.002251 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.295 | Mã HT: H31.09.2006.002428 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.295 | Mã HT: H31.09.2006.002605 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.295 | Mã HT: H31.09.2006.005584 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.295 | Mã HT: H31.09.2006.008563 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 105-166)",""
16,"H31.05.02.H31.09.2006.296",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2006.296","H31.09.2006.002151","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200)",2006,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2151/index.aspx?am=0,1,2&rf=639253254582243202","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.296 | Mã HT: H31.09.2006.002151 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.296 | Mã HT: H31.09.2006.002252 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.296 | Mã HT: H31.09.2006.002429 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.296 | Mã HT: H31.09.2006.002606 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.296 | Mã HT: H31.09.2006.005585 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.296 | Mã HT: H31.09.2006.008564 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 167 - 200)",""
17,"H31.05.02.H31.09.2006.297",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2006.297","H31.09.2006.002152","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77)",2006,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2152/index.aspx?am=0,1,2&rf=639253254589587898","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.297 | Mã HT: H31.09.2006.002152 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.297 | Mã HT: H31.09.2006.002253 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.297 | Mã HT: H31.09.2006.002430 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.297 | Mã HT: H31.09.2006.002607 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.297 | Mã HT: H31.09.2006.005586 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.297 | Mã HT: H31.09.2006.008565 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 01 - 77)",""
18,"H31.05.02.H31.09.2006.298",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2006.298","H31.09.2006.002153","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189)",2006,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2153/index.aspx?am=0,1,2&rf=639253254597087713","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.298 | Mã HT: H31.09.2006.002153 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.298 | Mã HT: H31.09.2006.002254 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.298 | Mã HT: H31.09.2006.002431 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.298 | Mã HT: H31.09.2006.002608 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.298 | Mã HT: H31.09.2006.005587 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.298 | Mã HT: H31.09.2006.008566 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 78 - 189)",""
19,"H31.05.02.H31.09.2006.299",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2006.299","H31.09.2006.002154","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253)",2006,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2154/index.aspx?am=0,1,2&rf=639253254604431180","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.299 | Mã HT: H31.09.2006.002154 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.299 | Mã HT: H31.09.2006.002255 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.299 | Mã HT: H31.09.2006.002432 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.299 | Mã HT: H31.09.2006.002609 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.299 | Mã HT: H31.09.2006.005588 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.299 | Mã HT: H31.09.2006.008567 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 190 - 253)",""
20,"H31.05.02.H31.09.2006.300",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng Tên hồ sơ (khác: Mã hệ thống, Năm)","H31.05.02.H31.09.2006.300","H31.09.2007.002256","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2256/index.aspx?am=0,1,2&rf=639253254611618823","[HS 1] Ký hiệu: H31.05.02.H31.09.2006.300 | Mã HT: H31.09.2007.002256 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2006.300 | Mã HT: H31.09.2007.002433 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2006.300 | Mã HT: H31.09.2006.002610 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2006.300 | Mã HT: H31.09.2006.005589 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2006.300 | Mã HT: H31.09.2006.008568 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2006.300 | Mã HT: H31.09.2006.002155 | Năm: 2006 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2006 (từ số 254 - 373)",""
21,"H31.05.02.H31.09.2007.301",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2007.301","H31.09.2007.002156","Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2156/index.aspx?am=0,1,2&rf=639253254618650694","[HS 1] Ký hiệu: H31.05.02.H31.09.2007.301 | Mã HT: H31.09.2007.002156 | Năm: 2007 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2007.301 | Mã HT: H31.09.2007.002257 | Năm: 2007 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2007.301 | Mã HT: H31.09.2007.002434 | Năm: 2007 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2007.301 | Mã HT: H31.09.2007.002611 | Năm: 2007 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2007.301 | Mã HT: H31.09.2007.005590 | Năm: 2007 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2007.301 | Mã HT: H31.09.2007.008569 | Năm: 2007 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Quyết định, Kết luận của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 59)",""
22,"H31.05.02.H31.09.2007.302",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2007.302","H31.09.2007.002157","Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2157/index.aspx?am=0,1,2&rf=639253254626150820","[HS 1] Ký hiệu: H31.05.02.H31.09.2007.302 | Mã HT: H31.09.2007.002157 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2007.302 | Mã HT: H31.09.2007.002258 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2007.302 | Mã HT: H31.09.2007.002435 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2007.302 | Mã HT: H31.09.2007.002612 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2007.302 | Mã HT: H31.09.2007.005591 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2007.302 | Mã HT: H31.09.2007.008570 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 61)",""
23,"H31.05.02.H31.09.2007.303",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2007.303","H31.09.2007.002158","Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2158/index.aspx?am=0,1,2&rf=639253254633807211","[HS 1] Ký hiệu: H31.05.02.H31.09.2007.303 | Mã HT: H31.09.2007.002158 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2007.303 | Mã HT: H31.09.2007.002259 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2007.303 | Mã HT: H31.09.2007.002436 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2007.303 | Mã HT: H31.09.2007.002613 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2007.303 | Mã HT: H31.09.2007.005592 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2007.303 | Mã HT: H31.09.2007.008571 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01 - 103)",""
24,"H31.05.02.H31.09.2007.304",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2007.304","H31.09.2007.002159","Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2159/index.aspx?am=0,1,2&rf=639253254641150610","[HS 1] Ký hiệu: H31.05.02.H31.09.2007.304 | Mã HT: H31.09.2007.002159 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2007.304 | Mã HT: H31.09.2007.002260 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2007.304 | Mã HT: H31.09.2007.002437 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2007.304 | Mã HT: H31.09.2007.002614 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2007.304 | Mã HT: H31.09.2007.005593 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2007.304 | Mã HT: H31.09.2007.008572 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007 (từ số 01-135)",""
25,"H31.05.02.H31.09.2007.305",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2007.305","H31.09.2007.002160","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2160/index.aspx?am=0,1,2&rf=639253254648494581","[HS 1] Ký hiệu: H31.05.02.H31.09.2007.305 | Mã HT: H31.09.2007.002160 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2007.305 | Mã HT: H31.09.2007.002261 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2007.305 | Mã HT: H31.09.2007.002438 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2007.305 | Mã HT: H31.09.2007.002615 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2007.305 | Mã HT: H31.09.2007.005594 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2007.305 | Mã HT: H31.09.2007.008573 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 136 - 231)",""
26,"H31.05.02.H31.09.2007.306",ĐÃ TỒN TẠI (6 HS),6,"CÙNG TIÊU ĐỀ","Có 6 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2007.306","H31.09.2007.002161","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88)",2007,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2161/index.aspx?am=0,1,2&rf=639253254655838889","[HS 1] Ký hiệu: H31.05.02.H31.09.2007.306 | Mã HT: H31.09.2007.002161 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2007.306 | Mã HT: H31.09.2007.002262 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2007.306 | Mã HT: H31.09.2007.002439 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2007.306 | Mã HT: H31.09.2007.002616 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2007.306 | Mã HT: H31.09.2007.005595 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88) ; [HS 6] Ký hiệu: H31.05.02.H31.09.2007.306 | Mã HT: H31.09.2007.008574 | Năm: 2007 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2007
(từ số 01-88)",""
